X.1,X,YR,STATIONID,DEPTH_SSTA,MO_DAY_YR,STAT_ZONE,TOW_NO,DECSLAT,DECSLON,MESH_SIZE,MIN_FISH,BOT_TYPE,BOT_REG,ENVREC_STATIONID,TEMPSURF,TEMPMID,TEMPMAX,SALSURF,SALMID,SALMAX,CHLORSURF,CHLORMID,CHLORMAX,OXYSURF,OXYMID,OXYMAX,TURBSURF,TURBMID,TURBMAX,GENUS_BGS,SPEC_BGS,SumOfCNTEXP,rscpue,bathymetry,rugosity,date,month,day,optional,PLATFORM_COUNT,Sum_Length,carbonate.pcnt,gravel.prct,mud.prct,oyst.prct,rock.prct,sand.prct,optional.1,n.art.reef,art.reef.dis
9028,8488,1997,66937,16.5,11/2/1997 0:00,17,1,29.12,-93.04,1.63,9,,S,66937,23.04,23.04,23.04,34.45,34.46,34.46,0.83,1.16,1.13,4,3.7,3.4,NA,NA,NA,,,NA,0,-18,1.25,11/2/1997,11,2,TRUE,0,24.42054861,0.100000001,23,76,NA,0,0,TRUE,0,1.242114421
9029,8489,1997,66938,21.9,11/2/1997 0:00,16,1,29.1,-92.74,1.63,57,,S,66938,22.55,22.53,23.37,33.51,33.54,34.48,1.81,2.62,1.57,3.9,3.4,2.9,NA,NA,NA,LUTJANU,CAMPEC,12,0.21,-21,0.75,11/2/1997,11,2,TRUE,0,0,24.60000038,12,80,NA,0,7,TRUE,0,1.242114421
9030,8490,1997,66939,9.1,11/2/1997 0:00,16,1,29.52,-92.63,1.63,36,,S,66939,20.43,20.86,21.75,29.54,30.08,32.01,4.27,3.13,3.44,3.5,3,2.5,NA,NA,NA,,,NA,0,-9,1.25,11/2/1997,11,2,TRUE,0,0,100,49,49,NA,0,0,TRUE,0,1.242114421
9031,8491,1997,66940,9.1,11/2/1997 0:00,16,1,29.51,-92.58,1.63,32,,S,66940,20.54,21.43,21.75,30.09,31.87,32,3.84,2.59,2.67,2.8,2.3,2.1,NA,NA,NA,,,NA,0,-9,0.375,11/2/1997,11,2,TRUE,0,0,100,13,85,NA,0,0,TRUE,0,1.242114421
9032,8492,1997,66941,11,11/2/1997 0:00,16,1,29.51,-92.65,1.63,51,,S,66941,20.48,20.74,21.45,30.35,30.77,31.84,3.14,2.87,2.55,3.5,3,2.5,NA,NA,NA,,,NA,0,-11,0.5,11/2/1997,11,2,TRUE,0,0,100,80,13,NA,0,5,TRUE,0,1.242114421
9033,8493,1997,66942,20.1,11/2/1997 0:00,16,1,29.17,-92.67,1.63,70,,S,66942,22.34,22.34,22.68,33.37,33.37,33.66,2.14,2.3,2.06,2.8,2.5,2.1,NA,NA,NA,LUTJANU,CAMPEC,30,0.42,-20,0.375,11/2/1997,11,2,TRUE,0,0,0.400000006,0,99,NA,0,0,TRUE,0,1.242114421
9034,8494,1997,66943,16.5,11/3/1997 0:00,16,1,29.17,-92.46,1.63,31,,S,66943,21.21,21.18,21.76,32.67,32.68,33.16,2.54,2.61,2.73,2.6,2.2,2,NA,NA,NA,,,NA,0,-17,0.5,11/3/1997,11,3,TRUE,0,0,88.19999695,26,59,NA,0,14,TRUE,0,1.242114421
9035,8495,1997,66944,21.9,11/3/1997 0:00,16,1,29.05,-92.45,1.63,50,,S,66944,22.4,22.42,22.42,34.06,34.06,34.08,1.95,2,2.21,2.7,2.5,2.1,NA,NA,NA,LUTJANU,CAMPEC,35,0.7,-22,0.25,11/3/1997,11,3,TRUE,0,0,8,79,0,NA,0,19,TRUE,0,1.242114421
9036,8496,1997,66945,27.4,11/3/1997 0:00,16,1,28.88,-92.3,1.63,49,,S,66945,23.02,23.02,23.01,34.8,34.8,34.8,2.12,1.9,2,2.2,2.1,1.9,NA,NA,NA,LUTJANU,CAMPEC,6,0.12,-27,0.625,11/3/1997,11,3,TRUE,0,0,0,79,0,NA,0,21,TRUE,0,1.242114421
9037,8497,1997,66946,27.4,11/3/1997 0:00,16,1,28.84,-92.09,1.63,46,,S,66946,23.25,23.25,23.25,34.75,34.75,34.76,1.05,1.68,1.45,4.2,4.1,3.9,NA,NA,NA,LUTJANU,CAMPEC,32,0.69,-27,0.5,11/3/1997,11,3,TRUE,0,0.380773309,0,NA,NA,NA,NA,NA,TRUE,0,1.242114421
9038,8497,1997,66946,27.4,11/3/1997 0:00,16,1,28.84,-92.09,1.63,46,,S,66946,23.25,23.25,23.25,34.75,34.75,34.76,1.05,1.68,1.45,4.2,4.1,3.9,NA,NA,NA,LUTJANU,CAMPEC,32,0.69,-27,0.5,11/3/1997,11,3,TRUE,0,0.380773309,0,NA,NA,NA,NA,NA,TRUE,0,1.242114421
9039,8497,1997,66946,27.4,11/3/1997 0:00,16,1,28.84,-92.09,1.63,46,,S,66946,23.25,23.25,23.25,34.75,34.75,34.76,1.05,1.68,1.45,4.2,4.1,3.9,NA,NA,NA,LUTJANU,CAMPEC,32,0.69,-27,0.5,11/3/1997,11,3,TRUE,0,0.380773309,0,NA,NA,NA,NA,NA,TRUE,0,1.242114421
9040,8497,1997,66946,27.4,11/3/1997 0:00,16,1,28.84,-92.09,1.63,46,,S,66946,23.25,23.25,23.25,34.75,34.75,34.76,1.05,1.68,1.45,4.2,4.1,3.9,NA,NA,NA,LUTJANU,CAMPEC,32,0.69,-27,0.5,11/3/1997,11,3,TRUE,0,0.380773309,0,NA,NA,NA,NA,NA,TRUE,0,1.242114421
9041,8498,1997,66947,34.7,11/3/1997 0:00,16,1,28.73,-92.18,1.63,31,,S,66947,24.11,24.12,24.12,35.46,35.45,35.45,0.92,1.17,3.18,4.3,4.1,3.8,NA,NA,NA,LUTJANU,CAMPEC,62,2,-36,1,11/3/1997,11,3,TRUE,0,2.341764179,0,NA,NA,NA,NA,NA,TRUE,0,1.242114421
9042,8499,1997,66948,32.9,11/3/1997 0:00,16,1,28.77,-92.25,1.63,53,,S,66948,23.95,23.95,23.96,35.35,35.36,35.36,0.9,1.07,0.9,3.9,3.7,3.4,NA,NA,NA,LUTJANU,CAMPEC,19,0.35,-33,0.5,11/3/1997,11,3,TRUE,0,0.661953137,0,NA,NA,NA,NA,NA,TRUE,0,1.242114421
9043,8500,1997,66949,32.9,11/3/1997 0:00,16,1,28.67,-92.51,1.63,79,,S,66949,23.89,23.9,23.9,35.38,35.38,35.38,1.02,1.17,1.15,3.6,3.2,2.9,NA,NA,NA,LUTJANU,CAMPEC,52,0.65,-32,1.25,11/3/1997,11,3,TRUE,0,1.627466444,NA,79,0,NA,0,21,TRUE,0,1.242114421
9044,8501,1997,66950,29.3,11/3/1997 0:00,16,1,28.88,-92.44,1.63,56,,S,66950,23.05,23.1,23.1,34.77,34.77,34.77,1.7,2.1,1.91,4.1,3.8,3.4,NA,NA,NA,LUTJANU,CAMPEC,20,0.35,-29,0.375,11/3/1997,11,3,TRUE,0,0,0,78,0,NA,0,20,TRUE,0,1.242114421
9045,8502,1997,66951,18.3,11/3/1997 0:00,16,1,29.07,-92.24,1.63,30,,S,66951,20.85,21.24,22.47,32.45,32.72,34.08,2.55,2.52,2.6,2.7,2.3,2,NA,NA,NA,,,NA,0,-18,0.625,11/3/1997,11,3,TRUE,0,14.73720029,2.799999952,0,99,NA,0,0,TRUE,0,1.242114421
9046,8503,1997,66952,12.8,11/4/1997 0:00,16,1,29.09,-92.08,1.63,15,,S,66952,20.2,21.08,21.91,31.24,32.93,33.29,3.21,0.31,2.68,2.5,2.3,2.1,NA,NA,NA,,,NA,0,-14,0.5,11/4/1997,11,4,TRUE,0,0,5.5,0,99,NA,0,0,TRUE,0,1.242114421
9047,8504,1997,66953,18.3,11/4/1997 0:00,16,1,29.03,-92.11,1.63,27,,S,66953,20.89,22.53,22.81,32.34,33.99,34.36,2.63,1.65,2.19,3.1,2.7,2.4,NA,NA,NA,LUTJANU,CAMPEC,18,0.66,-19,0.5,11/4/1997,11,4,TRUE,0,0,5.199999809,0,99,NA,0,0,TRUE,0,1.242114421
9048,8505,1997,66954,29.3,11/4/1997 0:00,16,1,28.79,-92.03,1.63,39,,S,66954,23.09,23.09,23.08,35,35,35,1.18,1.19,1.22,4.3,4.2,4,NA,NA,NA,LUTJANU,CAMPEC,16,0.41,-30,0.25,11/4/1997,11,4,TRUE,0,0.688243019,0,NA,NA,NA,NA,NA,TRUE,0,1.242114421
9049,8506,1997,66955,40.2,11/4/1997 0:00,16,1,28.59,-92.06,1.63,59,,S,66955,24.18,24.19,24.19,35.54,35.54,35.52,1.02,0.96,1.86,4.4,4.3,4.2,NA,NA,NA,LUTJANU,CAMPEC,74,1.25,-40,0.5,11/4/1997,11,4,TRUE,0,1.670538355,17,NA,NA,NA,NA,NA,TRUE,0,1.242114421
9050,8507,1997,66957,36.6,11/4/1997 0:00,16,1,28.6,-92.51,1.63,61,,S,66957,23.85,23.79,23.8,35.42,35.41,35.42,0.65,1.39,1.2,4,3.8,3.4,NA,NA,NA,LUTJANU,CAMPEC,57,0.93,-35,0.75,11/4/1997,11,4,TRUE,0,1.221566568,0,NA,NA,NA,NA,NA,TRUE,0,1.242114421
9051,8508,1997,66960,57.2,11/4/1997 0:00,16,2,28.34,-92.63,1.63,40,,S,66960,24.46,24.48,21.83,35.9,35.91,36.37,1.07,1.53,1.12,4.3,4.1,3.1,NA,NA,NA,LUTJANU,CAMPEC,4,0.1,-59,0.375,11/4/1997,11,4,TRUE,0,3.911237838,4,99,0,NA,0,0,TRUE,0,1.242114421
9052,8509,1997,66961,73.2,11/4/1997 0:00,16,1,28.17,-92.49,1.63,60,,S,66961,24.4,24.43,19.92,35.85,35.86,36.44,0.94,1.21,0.55,4.4,4.2,2.9,NA,NA,NA,LUTJANU,CAMPEC,1,0.01,-73,1.125,11/4/1997,11,4,TRUE,0,0.429309737,2,100,0,NA,0,0,TRUE,0,1.242114421
9053,8510,1997,66962,91.4,11/4/1997 0:00,16,1,28.08,-92.39,1.63,60,,S,66962,24.34,24.36,18.22,35.83,35.82,36.37,0.53,0.65,0.74,3.8,3.6,2.7,NA,NA,NA,,,NA,0,-94,1.875,11/4/1997,11,4,TRUE,0,0,16.89999962,NA,NA,NA,NA,NA,TRUE,0,1.242114421
9054,8511,1997,66964,82.3,11/5/1997 0:00,16,1,28.12,-92.35,1.63,44,,S,66964,24.28,24.29,19.12,35.84,35.84,36.41,0.58,0.65,1.3,4.2,3.9,2.8,NA,NA,NA,,,NA,0,-84,1.75,11/5/1997,11,5,TRUE,0,5.677354264,16.70000076,NA,NA,NA,NA,NA,TRUE,0,1.242114421
9055,8512,1997,66965,58.5,11/5/1997 0:00,16,3,28.31,-92.63,1.63,63,,S,66965,24.37,24.37,22.02,35.92,35.92,36.35,1.2,1.17,1.4,3.6,3.2,2.3,NA,NA,NA,LUTJANU,CAMPEC,1,0.01,-60,0.375,11/5/1997,11,5,TRUE,0,1.884887905,1.200000048,99,0,NA,0,0,TRUE,0,1.242114421
9056,8513,1997,66971,91.4,11/6/1997 0:00,15,1,28.16,-91.13,1.63,60,,S,66971,24.56,24.57,19.18,35.97,35.97,36.48,0.42,0.46,0.48,4.1,3.8,2.7,NA,NA,NA,,,NA,0,-92,1.875,11/6/1997,11,6,TRUE,0,0,91.40000153,99,0,NA,0,0,TRUE,0,1.242114421
9057,8514,1997,66980,54.9,11/11/1997 0:00,16,1,28.44,-92.14,1.63,60,,S,66980,23.67,23.67,23.68,35.97,35.97,35.96,1.38,1.47,2.54,4.5,5.1,4.1,NA,NA,NA,LUTJANU,CAMPEC,4,0.06,-54,0.625,11/11/1997,11,11,TRUE,0,0.227890637,17,NA,NA,NA,NA,NA,TRUE,0,1.242114421
9058,8515,1997,66982,32.9,11/12/1997 0:00,16,1,28.77,-92.22,1.63,44,,S,66982,22.37,22.41,22.41,35.37,35.4,35.4,1.48,1.65,1.5,4.5,4.3,3.4,NA,NA,NA,LUTJANU,CAMPEC,22,0.5,-33,0.25,11/12/1997,11,12,TRUE,0,0,0,NA,NA,NA,NA,NA,TRUE,0,1.242114421
9059,8516,1997,66983,18.3,11/12/1997 0:00,15,1,28.96,-91.83,1.63,54,,S,66983,19.44,19.51,19.74,31.63,31.73,31.93,1.26,1.34,2.59,4.4,4.5,5,NA,NA,NA,LUTJANU,CAMPEC,1,0.01,-18,0.375,11/12/1997,11,12,TRUE,1,0.103301227,25.60000038,0,4,NA,0,94,TRUE,0,1.242114421
9060,8517,1997,66985,11,11/12/1997 0:00,15,1,29.04,-91.8,1.63,23,,S,66985,18.84,18.87,18.9,30.32,30.36,30.41,1.75,1.69,2.29,5.3,5.2,5.1,NA,NA,NA,,,NA,0,-12,0.625,11/12/1997,11,12,TRUE,0,0,25.5,0,2,NA,0,96,TRUE,0,1.242114421
9061,8518,1997,66986,20.1,11/12/1997 0:00,15,1,28.93,-91.81,1.63,41,,S,66986,20.11,20.33,20.55,32.84,33.01,33.18,0.89,1.18,1.24,4.5,4.4,4.7,NA,NA,NA,LUTJANU,CAMPEC,112,2.73,-20,0.625,11/12/1997,11,12,TRUE,0,0.30990368,25.5,1,93,NA,0,5,TRUE,0,1.242114421
9062,8519,1997,66987,25.6,11/12/1997 0:00,15,1,28.78,-91.69,1.63,46,,S,66987,21.39,21.87,21.85,33.66,34.33,34.32,1.49,1.14,1.11,4.7,4.5,4.2,NA,NA,NA,LUTJANU,CAMPEC,1,0.02,-24,0.25,11/12/1997,11,12,TRUE,0,5.347214271,0,2,84,NA,0,13,TRUE,0,1.242114421
9063,8520,1997,66988,36.6,11/12/1997 0:00,15,1,28.61,-91.91,1.63,62,,S,66988,23.09,23.1,23.17,35.44,35.55,35.62,1.51,1.39,1.11,4.9,4.9,4.6,NA,NA,NA,LUTJANU,CAMPEC,16,0.25,-40,1.125,11/12/1997,11,12,TRUE,0,0,0,NA,NA,NA,NA,NA,TRUE,0,1.242114421
9064,8521,1997,66989,14.6,11/12/1997 0:00,15,1,28.96,-91.59,1.63,33,,S,66989,20.31,20.33,20.36,32.25,32.25,32.27,2.02,2.14,2.48,3,2.9,2.8,NA,NA,NA,,,NA,0,-13,0.625,11/12/1997,11,12,TRUE,2,0.933516028,11.80000019,0,0,NA,0,99,TRUE,0,1.242114421
9065,8522,1997,66991,31.1,11/13/1997 0:00,15,1,28.68,-91.69,1.63,33,,S,66991,22.44,22.43,22.26,34.68,34.68,34.67,1.05,1.13,2.06,3.8,3.7,3.4,NA,NA,NA,LUTJANU,CAMPEC,7,0.21,-30,0.625,11/13/1997,11,13,TRUE,0,0,0,2,92,NA,0,5,TRUE,0,1.242114421
9066,8523,1997,66993,54.9,11/13/1997 0:00,15,1,28.42,-91.5,1.63,61,,S,66993,23.06,23.61,23.34,35.1,35.75,36.06,0.83,0.69,1.1,3,2.8,2.3,NA,NA,NA,LUTJANU,CAMPEC,4,0.06,-54,0.75,11/13/1997,11,13,TRUE,0,7.171818777,8,0,97,NA,0,1,TRUE,0,1.242114421
9067,8524,1997,66995,91.4,11/13/1997 0:00,15,1,28.16,-91.23,1.63,56,,S,66995,24.75,24.64,18.2,36.09,36.1,36.37,0.25,0.45,0.35,3.2,3,2.4,NA,NA,NA,,,NA,0,-92,1.5,11/13/1997,11,13,TRUE,0,0.523994182,46.59999847,98,0,NA,0,0,TRUE,0,1.242114421
9068,8525,1997,66997,73.2,11/13/1997 0:00,15,1,28.25,-91.57,1.63,59,,S,66997,23.79,23.91,19.98,35.96,36,36.41,0.78,0.77,0.88,3.5,3.1,2.5,NA,NA,NA,LUTJANU,CAMPEC,2,0.03,-75,1.25,11/13/1997,11,13,TRUE,0,0,8,0,97,NA,0,1,TRUE,0,1.242114421
9069,8526,1997,66999,64,11/13/1997 0:00,15,1,28.33,-91.64,1.63,60,,S,66999,23.28,23.59,20.99,35.56,35.96,36.39,1.09,1.11,0.91,2.5,2.3,1.9,NA,NA,NA,LUTJANU,CAMPEC,4,0.06,-64,0.625,11/13/1997,11,13,TRUE,0,5.501846028,6.699999809,0,96,NA,0,3,TRUE,0,1.242114421
9070,8527,1997,67001,31.1,11/14/1997 0:00,15,1,28.58,-91.3,1.63,25,,S,67001,21.39,21.94,23.75,33.77,34.18,35.28,1,0.86,1.02,2,1.9,1.7,NA,NA,NA,LUTJANU,CAMPEC,31,1.24,-33,2.25,11/14/1997,11,14,TRUE,0,58.06801731,0,1,91,NA,0,6,TRUE,0,1.242114421
9071,8528,1997,67002,31.1,11/14/1997 0:00,15,1,28.54,-91.13,1.63,29,,S,67002,21.85,21.84,21.85,34.34,34.41,34.56,1.2,0.85,0.77,1.7,1.7,1.6,NA,NA,NA,LUTJANU,CAMPEC,38,1.31,-30,0.625,11/14/1997,11,14,TRUE,1,46.20364929,66.80000305,1,92,NA,0,6,TRUE,0,1.242114421
9072,8529,1997,67003,20.1,11/14/1997 0:00,15,1,28.66,-91.27,1.63,28,,S,67003,20.85,20.86,21.39,33.58,33.57,33.94,1.43,1.33,1.42,1.9,1.8,1.6,NA,NA,NA,LUTJANU,CAMPEC,5,0.17,-21,0.5,11/14/1997,11,14,TRUE,0,39.78168392,0,1,92,NA,0,6,TRUE,0,1.242114421
9073,8530,1997,67004,14.6,11/14/1997 0:00,15,1,28.75,-91.26,1.63,40,,S,67004,20.41,20.41,20.41,33.24,33.24,33.24,1.82,1.88,1.95,3,2.8,2.4,NA,NA,NA,,,NA,0,-15,0.25,11/14/1997,11,14,TRUE,0,4.887944223,6.900000095,13,20,50,0,66,TRUE,0,1.242114421
9074,8531,1997,67005,9.1,11/14/1997 0:00,15,1,28.85,-91,1.63,31,,S,67005,19.7,19.58,19.56,32.84,32.89,32.89,2.76,3.75,4.91,3.1,3.1,2.9,NA,NA,NA,,,NA,0,-7,1.125,11/14/1997,11,14,TRUE,0,0.113451162,22.60000038,1,11,49.40000153,0,86,TRUE,0,1.242114421
9075,8532,1997,67006,14.6,11/14/1997 0:00,14,1,28.85,-90.79,1.63,22,,S,67006,20.82,20.78,20.27,33.64,33.64,33.62,2.69,2.55,3.07,3.5,3.3,3.2,NA,NA,NA,,,NA,0,-15,0.5,11/14/1997,11,14,TRUE,0,53.60484958,42.70000076,0,92,29.60000038,0,6,TRUE,0,1.242114421
9076,8533,1997,67007,9.1,11/14/1997 0:00,14,1,28.87,-90.9,1.63,19,,S,67007,19.63,19.64,19.93,32.94,32.95,33.37,2.6,2.98,3.58,2.9,2.7,2.5,NA,NA,NA,,,NA,0,-8,2.125,11/14/1997,11,14,TRUE,0,39.50163692,51.09999847,3,9,29.89999962,0,86,TRUE,0,1.242114421
9077,8534,1997,67008,14.6,11/14/1997 0:00,14,1,28.82,-90.91,1.63,50,,S,67008,20.44,20.79,20.93,33.5,33.5,33.74,2.14,3.02,2.19,2.9,2.6,2.4,NA,NA,NA,,,NA,0,-13,0.375,11/14/1997,11,14,TRUE,11,2.407957546,51.59999847,4,51,30.5,0,43,TRUE,0,1.242114421
9078,8535,1997,67009,25.6,11/14/1997 0:00,15,1,28.63,-91.28,1.63,27,,S,67009,21.08,21.09,22.28,33.73,33.74,34.28,1.76,1.59,0.81,3,2.9,2.7,NA,NA,NA,LUTJANU,CAMPEC,4,0.14,-25,0.5,11/14/1997,11,14,TRUE,0,0,0,1,91,NA,0,6,TRUE,0,1.242114421
9079,8536,1997,67010,32.9,11/15/1997 0:00,15,1,28.53,-91.16,1.63,20,,S,67010,21.31,21.45,23.56,34.25,34.33,35.46,1.62,1.41,0.8,2.9,3,2.7,NA,NA,NA,LUTJANU,CAMPEC,10,0.5,-32,0.625,11/15/1997,11,15,TRUE,0,54.80112186,46.20000076,1,92,NA,0,6,TRUE,0,1.242114421
9080,8537,1997,67013,64,11/15/1997 0:00,14,1,28.28,-90.39,1.63,46,,S,67013,23.96,24.27,20.78,35.89,36.02,36.41,0.42,0.55,0.8,3.7,3.2,2.3,NA,NA,NA,LUTJANU,CAMPEC,2,0.04,-67,1.625,11/15/1997,11,15,TRUE,0,2.793754107,0,0,95,NA,0,3,TRUE,0,1.242114421
9081,8538,1997,67014,73.2,11/15/1997 0:00,14,1,28.25,-90.38,1.63,28,,S,67014,24.02,24.04,19.83,36.02,36.03,36.41,0.35,0.49,0.61,4.7,4.3,3,NA,NA,NA,,,NA,0,-80,3.125,11/15/1997,11,15,TRUE,0,5.012927148,0,0,95,NA,0,3,TRUE,0,1.242114421
9082,8539,1997,67015,91.4,11/15/1997 0:00,14,1,28.21,-90.39,1.63,35,,S,67015,24.03,22.56,17.33,36,36.34,36.27,0.48,0.7,1,4.9,4.6,3.2,NA,NA,NA,,,NA,0,-100,5.375,11/15/1997,11,15,TRUE,0,2.17689315,0,0,95,NA,0,3,TRUE,0,1.242114421
9083,8540,1997,67016,54.9,11/15/1997 0:00,14,1,28.34,-90.39,1.63,88,,S,67016,23.92,23.91,21.73,35.87,35.87,36.39,0.54,0.61,0.75,4.1,4.7,3.2,NA,NA,NA,LUTJANU,CAMPEC,24,0.27,-56,1,11/15/1997,11,15,TRUE,0,6.854481417,0,0,95,NA,0,3,TRUE,0,1.242114421
9084,8541,1997,67018,41.5,11/15/1997 0:00,14,2,28.42,-90.63,1.63,20,,S,67018,22.97,23,23.93,35.34,35.34,35.92,1.37,1.47,0.73,3.8,3.6,3,NA,NA,NA,LUTJANU,CAMPEC,9,0.45,-41,0.125,11/15/1997,11,15,TRUE,0,0,2.700000048,1,90,NA,0,7,TRUE,0,1.242114421
9085,8542,1997,67019,36.6,11/15/1997 0:00,14,1,28.45,-90.79,1.63,29,,S,67019,22.99,22.99,23.95,35.23,35.22,35.72,1.68,1.83,0.9,4.8,4.7,4,NA,NA,NA,LUTJANU,CAMPEC,8,0.27,-41,2.75,11/15/1997,11,15,TRUE,0,6.31979191,1.600000024,0,94,NA,0,5,TRUE,0,1.242114421
9086,8543,1997,67020,20.1,11/15/1997 0:00,14,1,28.58,-90.77,1.63,28,,S,67020,21.87,21.88,21.88,34.6,34.6,34.6,1.71,2.28,1.76,4,3.9,3.6,NA,NA,NA,LUTJANU,CAMPEC,9,0.32,-21,1,11/15/1997,11,15,TRUE,0,0,10.60000038,0,92,NA,0,6,TRUE,0,1.242114421
9087,8544,1997,67021,20.1,11/16/1997 0:00,14,1,28.63,-90.55,1.63,15,,S,67021,21.86,21.87,21.86,34.42,34.41,34.41,1.76,1.81,1.88,3.3,3.1,2.8,NA,NA,NA,,,NA,0,-20,0.75,11/16/1997,11,16,TRUE,0,15.03515559,17.60000038,0,95,NA,0,4,TRUE,0,1.242114421
9088,8545,1997,67022,21.9,11/16/1997 0:00,14,1,28.65,-90.39,1.63,10,,S,67022,22.15,22.17,22.27,34.78,34.8,34.68,1.22,1.27,1.4,2.4,2.2,2.1,NA,NA,NA,LUTJANU,CAMPEC,10,1,-22,1.625,11/16/1997,11,16,TRUE,0,76.3312927,72.5,8,82,NA,0,9,TRUE,0,1.242114421
9089,8546,1997,67023,25.6,11/16/1997 0:00,14,1,28.74,-90.27,1.63,13,,S,67023,21.85,21.98,22.65,34.08,34.16,34.96,1.51,1.53,1.2,3.4,3.4,3.2,NA,NA,NA,LUTJANU,CAMPEC,5,0.38,-26,0.75,11/16/1997,11,16,TRUE,0,13.14141496,72.30000305,2,13,NA,0,83,TRUE,0,1.242114421
9090,8547,1997,67025,29.3,11/16/1997 0:00,14,1,28.59,-90.46,1.63,16,,S,67025,22.18,22.18,22.21,34.98,34.99,35.01,1.06,1.14,1.36,4.1,3.7,3.2,NA,NA,NA,,,NA,0,-30,0.75,11/16/1997,11,16,TRUE,0,13.26996416,66.59999847,0,96,NA,0,3,TRUE,0,1.242114421
9091,8548,1997,67026,36.6,11/16/1997 0:00,14,1,28.74,-90.12,1.63,24,,S,67026,22.48,22.65,22.74,34.72,32.95,36.07,2.96,2.17,0.8,3.4,3.5,2.9,NA,NA,NA,LUTJANU,CAMPEC,5,0.2,-38,1.5,11/16/1997,11,16,TRUE,0,4.644693964,99.69999695,0,99,NA,0,0,TRUE,0,1.242114421
9092,8549,1997,67027,40.2,11/16/1997 0:00,14,1,28.72,-90.1,1.63,27,,S,67027,23.19,23.22,22.91,35.73,35.73,36.07,1.15,1.08,0.91,2.2,4.4,3.3,NA,NA,NA,LUTJANU,CAMPEC,2,0.07,-42,1,11/16/1997,11,16,TRUE,0,15.70669435,99.59999847,0,96,NA,0,2,TRUE,0,1.242114421
9093,8550,1997,67028,11,11/16/1997 0:00,14,1,29.13,-90.06,1.63,26,,S,67028,18.33,18.31,19.48,31.54,31.9,31.87,3.87,3.99,8.45,4.2,3.7,3.7,NA,NA,NA,,,NA,0,-10,0.625,11/16/1997,11,16,TRUE,0,2.994373012,100,0,98,50,0,0,TRUE,0,1.242114421
9094,8551,1997,67029,27.4,11/16/1997 0:00,13,1,29.07,-89.71,1.63,13,,S,67029,20.21,20.28,24.26,31.63,31.72,35.91,4.93,6.61,1.45,4.3,3.9,2.4,NA,NA,NA,LUTJANU,CAMPEC,1,0.07,-29,1.125,11/16/1997,11,16,TRUE,0,62.55011846,65.90000153,2,79,NA,0,18,TRUE,0,1.242114421
9095,8552,1997,67030,45.7,11/17/1997 0:00,13,1,28.98,-89.63,1.63,57,,S,67030,19.23,23.47,22.58,27.56,34.91,36.35,1.85,0.92,1.94,3.9,3.3,2.1,NA,NA,NA,LUTJANU,CAMPEC,5,0.08,-48,2.25,11/17/1997,11,17,TRUE,0,8.244935593,0,1,98,NA,0,0,TRUE,0,1.242114421
9096,8553,1997,67032,32.9,11/17/1997 0:00,13,1,28.97,-89.54,1.63,10,,S,67032,20.06,19.92,24.21,30.37,31.94,35.63,1.75,2.19,2.37,1.2,2.5,1.9,NA,NA,NA,LUTJANU,CAMPEC,1,0.1,-36,5.25,11/17/1997,11,17,TRUE,0,241.2761592,0,0,95,NA,0,3,TRUE,0,1.242114421
9097,8554,1997,67033,29.3,11/17/1997 0:00,13,1,28.99,-89.58,1.63,10,,S,67033,19.73,20.07,22.11,30.31,31.63,33.92,2,1.86,1.37,3.3,3.1,2.7,NA,NA,NA,LUTJANU,CAMPEC,2,0.2,-32,5.75,11/17/1997,11,17,TRUE,0,0,0,1,98,NA,0,0,TRUE,0,1.242114421
9098,8555,1997,67034,34.7,11/17/1997 0:00,13,1,29.04,-89.73,1.63,32,,S,67034,19.43,20.05,23.62,29.73,30.69,36.16,2.49,1.71,0.69,3.1,3.1,2,NA,NA,NA,LUTJANU,CAMPEC,2,0.06,-35,1.125,11/17/1997,11,17,TRUE,0,5.650801865,15.89999962,2,79,NA,0,18,TRUE,0,1.242114421
9099,8556,1997,67035,18.3,11/17/1997 0:00,13,1,29.11,-89.67,1.63,24,,S,67035,19.84,21.39,22.96,31.5,32.82,34.15,3.9,3,2.01,3.8,3.2,2.4,NA,NA,NA,,,NA,0,-17,0.625,11/17/1997,11,17,TRUE,2,2.285998486,55,11,72,NA,0,15,TRUE,0,1.242114421
9100,8557,1997,67036,23.8,11/17/1997 0:00,13,1,29.05,-89.92,1.63,19,,S,67036,19.02,19.27,22.64,28.12,30.06,33.98,3.14,5.55,3.31,2.9,2.7,2,NA,NA,NA,,,NA,0,-24,0.75,11/17/1997,11,17,TRUE,0,8.102437737,44.79999924,0,93,NA,0,5,TRUE,0,1.242114421
9101,8558,1997,67037,25.6,11/17/1997 0:00,13,1,28.98,-89.99,1.63,28,,S,67037,19.83,21.11,23.52,30.75,31.83,35.71,3.21,3.08,0.88,2.9,2.6,1.7,NA,NA,NA,LUTJANU,CAMPEC,1,0.03,-26,0.75,11/17/1997,11,17,TRUE,3,0.612082389,98.5,0,94,NA,0,4,TRUE,0,1.242114421
9102,8559,1997,67038,82.3,11/17/1997 0:00,13,1,28.79,-89.55,1.63,56,,S,67038,20.31,23.58,19.94,32.13,35.78,36.42,3.86,0.49,2.01,4.1,3.1,2.1,NA,NA,NA,LUTJANU,CAMPEC,1,0.01,-87,1,11/17/1997,11,17,TRUE,0,0.664234625,17.70000076,1,95,NA,0,2,TRUE,0,1.242114421
